"Yr1.p" "Yr1.ch" "Yr2.p" "Yr2.ch" "Yr3.p" "Yr3.ch" "Yr4.p" "Yr4.ch" "Yr5.p" "Yr5.ch" "Yr6.p" "Yr6.ch" "Yr7.p" "Yr7.ch" "Yr8.p" "Yr8.ch" "Yr9.p" "Yr9.ch" "Yr10.p" "Yr10.ch"
0.214 "100111" 0.214 "000000" 0.214 "000000" 0.214 "000000" 0.214 "001000" 0.214 "100010" 0.214 "010000" 0.214 "000010" 0.214 "010010" 0.214 "001101"
0.277 "100010" 0.277 "000000" 0.277 "110001" 0.277 "010001" 0.277 "000100" 0.277 "010110" 0.277 "001110" 0.277 "000000" 0.277 "000010" 0.277 "000001"
0.391 "110010" 0.391 "110000" 0.391 "011001" 0.198 "000000" 0.198 "000000" 0.198 "000000" 0.198 "001110" 0.198 "000010" 0.094 "001000" 0.094 "001000"
0.334 "000001" 0.334 "111000" 0.334 "000000" 0.105 "000000" 0.105 "000000" 0.105 "000100" 0.105 "000000" 0.105 "100000" 0.105 "000000" 0.105 "000000"
0.342 "010100" 0.342 "000001" 0.342 "100011" 0.342 "010011" 0.336 "000100" 0.336 "101000" 0.336 "000000" 0.336 "000110" 0.336 "011100" 0.336 "110000"
0.402 "000101" 0.402 "000110" 0.402 "100010" 0.402 "101110" 0.383 "000000" 0.383 "110000" 0.383 "110010" 0.383 "011100" 0.383 "001111" 0.383 "000000"
0.328 "100101" 0.328 "010000" 0.328 "101001" 0.328 "010000" 0.319 "010110" 0.319 "001100" 0.319 "010100" 0.319 "001010" 0.319 "000001" 0.319 "001100"
0.598 "011100" 0.598 "101011" 0.598 "101000" 0.205 "110000" 0.205 "001000" 0.205 "000000" 0.205 "100001" 0.205 "000001" 0 "000000" 0 "000000"
0.174 "100110" 0.174 "001001" 0.174 "000000" 0.174 "000000" 0.174 "010000" 0.174 "100000" 0.174 "100010" 0.174 "111100" 0.174 "000000" 0.106 "010001"
0.32 "101100" 0.32 "010100" 0.32 "011100" 0.32 "001111" 0.32 "010000" 0.32 "110100" 0.32 "001000" 0.32 "011000" 0.32 "111000" 0.118 "000100"
0.152 "000000" 0.152 "011001" 0.152 "000100" 0.152 "100000" 0.146 "010000" 0.146 "010110" 0.146 "000000" 0.146 "000000" 0.146 "001000" 0.129 "000010"
0.176 "000100" 0.176 "000010" 0.176 "000100" 0.176 "110000" 0.073 "000000" 0.073 "010110" 0.073 "000000" 0.073 "000000" 0.073 "000000" 0.073 "000000"
0.302 "000010" 0.217 "001000" 0.217 "010000" 0.217 "000010" 0.217 "010010" 0.217 "110000" 0.217 "000111" 0.217 "001100" 0.206 "001010" 0.206 "100100"
0.447 "011011" 0.447 "111110" 0.447 "101111" 0.447 "000100" 0.447 "110010" 0.447 "011010" 0.447 "001101" 0.447 "001100" 0.447 "001110" 0.447 "100000"
0.275 "000000" 0.275 "000000" 0.275 "110000" 0.275 "000101" 0.275 "100000" 0.275 "100000" 0.275 "000001" 0.275 "000111" 0.275 "001100" 0.161 "000000"
0.467 "100010" 0.467 "101001" 0.467 "100011" 0.467 "110000" 0.467 "110101" 0.467 "100011" 0.467 "110010" 0.458 "101101" 0.458 "101100" 0.148 "000000"
0.412 "000010" 0.412 "010001" 0.412 "010010" 0.412 "001010" 0.398 "100111" 0.398 "000111" 0.398 "010000" 0.383 "000000" 0.383 "111100" 0.362 "001000"
0.393 "011100" 0.393 "000011" 0.393 "000110" 0.393 "100101" 0.326 "000101" 0.326 "000010" 0.326 "101010" 0.315 "000000" 0.315 "000000" 0.315 "010001"
0.224 "110101" 0.224 "000000" 0.224 "010011" 0.224 "010000" 0.083 "000000" 0.083 "001000" 0.083 "000100" 0.082 "000000" 0.082 "000000" 0.082 "000000"
0.415 "001001" 0.143 "000000" 0.117 "000000" 0.117 "010000" 0.117 "000010" 0.08 "000000" 0.08 "000001" 0.08 "000100" 0.079 "100000" 0.079 "000101"
0.435 "011110" 0.338 "001000" 0.162 "000000" 0.162 "000000" 0.162 "101000" 0.162 "001000" 0.162 "000110" 0.162 "001000" 0.162 "000000" 0.162 "000000"
0.174 "000001" 0.174 "010100" 0.147 "000101" 0.147 "010000" 0.147 "000010" 0.147 "000110" 0.147 "000000" 0.147 "001000" 0.147 "100000" 0.147 "010000"
0.233 "000000" 0.233 "101001" 0.233 "010010" 0.233 "010100" 0.221 "100000" 0.221 "000100" 0.214 "100000" 0.142 "001000" 0.142 "000001" 0.142 "010000"
0.316 "011000" 0.316 "100000" 0.316 "011000" 0.316 "010000" 0.26 "100000" 0.26 "110000" 0.26 "001000" 0.196 "100100" 0.196 "100000" 0.196 "000000"
0.512 "110101" 0.512 "101010" 0.512 "010100" 0.512 "111010" 0.444 "100101" 0.444 "111101" 0.444 "001011" 0.431 "011010" 0.431 "110111" 0.431 "011110"
0.534 "101101" 0.534 "000111" 0.175 "000000" 0.175 "000001" 0.175 "000001" 0.157 "000000" 0.157 "010100" 0.157 "000101" 0.157 "000010" 0.157 "000000"
0.564 "011111" 0.564 "011110" 0.564 "000110" 0.564 "111011" 0.564 "011111" 0.564 "101111" 0.115 "000000" 0.03 "000000" 0.03 "000000" 0.03 "000000"
0.269 "000000" 0.269 "100001" 0.269 "000000" 0.269 "000101" 0.269 "000001" 0.269 "010001" 0.148 "000001" 0.014 "000000" 0.014 "000000" 0.014 "000000"
0.281 "001010" 0.281 "101000" 0.273 "000100" 0.273 "000000" 0.256 "000000" 0.256 "100000" 0.256 "000100" 0.157 "101100" 0.157 "000100" 0.157 "010110"
0.268 "100001" 0.268 "100000" 0.259 "011000" 0.259 "011000" 0.227 "001000" 0.227 "010000" 0.227 "000000" 0.195 "100000" 0.195 "000000" 0.195 "000001"
0.457 "100101" 0.457 "101000" 0.415 "110100" 0.415 "001100" 0.415 "111100" 0.415 "011100" 0.415 "010100" 0.358 "001001" 0.358 "010111" 0.358 "000010"
0.346 "010010" 0.31 "010100" 0.249 "000000" 0.249 "000000" 0.249 "001100" 0.249 "110101" 0.249 "000010" 0.228 "000000" 0.228 "000110" 0.228 "010101"
0.553 "011111" 0.553 "001011" 0.553 "111111" 0.553 "010101" 0.553 "111010" 0.439 "010101" 0.32 "000001" 0.32 "111000" 0.32 "010010" 0.32 "100000"
0.345 "000000" 0.345 "010000" 0.345 "001001" 0.345 "011110" 0.345 "010110" 0.278 "001010" 0.053 "000000" 0.053 "001000" 0.053 "010000" 0.053 "000000"
0.27 "100001" 0.27 "000001" 0.236 "000111" 0.236 "000100" 0.236 "000100" 0.236 "000010" 0.236 "000000" 0.208 "000100" 0.208 "101000" 0.208 "100000"
0.237 "100001" 0.202 "001101" 0.101 "000001" 0.101 "001000" 0.101 "010000" 0.101 "000011" 0.101 "000010" 0.077 "100000" 0.077 "000000" 0.077 "000000"
0.507 "110101" 0.166 "000100" 0.019 "000000" 0.019 "000000" 0.019 "000000" 0.019 "000000" 0.019 "000000" 0.017 "000000" 0.017 "000000" 0.017 "000000"
0.51 "101111" 0.51 "110100" 0.51 "110010" 0.51 "110111" 0.445 "111000" 0.368 "110110" 0.127 "000000" 0.127 "000000" 0.127 "000000" 0.127 "000000"
0.298 "001000" 0.294 "100000" 0.219 "011001" 0.219 "000011" 0.219 "100000" 0.219 "000100" 0.219 "100010" 0.219 "000110" 0.219 "000000" 0.219 "000110"
0.318 "000000" 0.195 "111000" 0.073 "000000" 0.073 "000000" 0.073 "000000" 0.073 "000001" 0.073 "100000" 0.073 "000000" 0.073 "000000" 0.073 "000000"
0.434 "001111" 0.434 "000010" 0.434 "000001" 0.434 "000000" 0.18 "000000" 0.157 "000000" 0.157 "010000" 0.157 "001000" 0.157 "000001" 0.157 "010000"
0.363 "100100" 0.363 "000111" 0.363 "010110" 0.363 "000101" 0.292 "001001" 0.261 "000001" 0.257 "000000" 0.257 "010001" 0.255 "000000" 0.255 "010011"
0.559 "011010" 0.559 "100101" 0.559 "100101" 0.559 "110011" 0.559 "000010" 0.55 "101010" 0.547 "110011" 0.547 "010010" 0.53 "110110" 0.53 "110100"
0.389 "100000" 0.389 "100000" 0.362 "111000" 0.362 "000110" 0.362 "110001" 0.362 "011100" 0.362 "101100" 0.362 "010000" 0.362 "110000" 0.362 "110111"
0.188 "001000" 0.188 "000100" 0.188 "000011" 0.188 "000000" 0.188 "000000" 0.188 "000011" 0.188 "000000" 0.188 "100000" 0.188 "000110" 0.188 "000001"
0.322 "011010" 0.322 "100100" 0.322 "000111" 0.322 "000100" 0.322 "110101" 0.322 "100011" 0.322 "100000" 0.213 "000000" 0.171 "000000" 0.171 "000010"
0.39 "001010" 0.39 "011100" 0.39 "111100" 0.39 "011011" 0.39 "100100" 0.39 "101010" 0.39 "100001" 0.36 "000000" 0.273 "000000" 0.273 "100000"
0.531 "111001" 0.531 "111001" 0.531 "111100" 0.531 "100110" 0.531 "111101" 0.531 "101101" 0.531 "001101" 0.113 "000100" 0.043 "000000" 0.043 "001000"
0.298 "000011" 0.298 "100000" 0.298 "100000" 0.298 "000111" 0.298 "000000" 0.298 "000000" 0.298 "100001" 0.217 "010100" 0.086 "000000" 0.086 "000010"
0.533 "011101" 0.533 "110001" 0.533 "010110" 0.533 "001111" 0.533 "011001" 0.533 "101100" 0.533 "110000" 0.533 "110011" 0.427 "000100" 0.427 "101000"
0.598 "011000" 0.598 "011011" 0.598 "011111" 0.598 "011111" 0.598 "000001" 0.598 "110111" 0.598 "111100" 0.598 "111111" 0.586 "010100" 0.586 "101010"
