"Yr1.p" "Yr1.ch" "Yr2.p" "Yr2.ch" "Yr3.p" "Yr3.ch" "Yr4.p" "Yr4.ch" "Yr5.p" "Yr5.ch" "Yr6.p" "Yr6.ch" "Yr7.p" "Yr7.ch" "Yr8.p" "Yr8.ch" "Yr9.p" "Yr9.ch" "Yr10.p" "Yr10.ch"
0.397 "000110" 0.397 "000111" 0.397 "100000" 0.397 "001010" 0.397 "100011" 0.397 "000111" 0.397 "011100" 0.397 "000000" 0.381 "100000" 0.381 "000100"
0.285 "000000" 0.285 "000001" 0.285 "010000" 0.285 "000000" 0.285 "010000" 0.279 "000000" 0.279 "100001" 0.279 "000100" 0.279 "010010" 0.279 "110010"
0.293 "011001" 0.293 "111001" 0.293 "010110" 0.293 "010111" 0.293 "100011" 0.26 "010000" 0.26 "100001" 0.26 "000100" 0.26 "000011" 0.26 "000000"
0.304 "010010" 0.304 "010111" 0.163 "000000" 0.163 "010110" 0.163 "000000" 0.163 "001010" 0.039 "000000" 0.039 "000000" 0.039 "100001" 0.039 "000000"
0.061 "000000" 0.061 "001000" 0.061 "001000" 0.061 "000011" 0.061 "000000" 0.061 "000000" 0.061 "001000" 0.061 "000000" 0.042 "001000" 0.042 "000000"
0.312 "010010" 0.312 "110011" 0.312 "000000" 0.312 "100000" 0.312 "100100" 0.312 "001001" 0.312 "001000" 0.312 "000000" 0.308 "000010" 0.308 "000010"
0.239 "010100" 0.239 "010000" 0.239 "100000" 0.239 "000001" 0.239 "000010" 0.239 "100000" 0.239 "000001" 0.239 "100100" 0.239 "000000" 0.239 "011010"
0.479 "101101" 0.479 "011110" 0.479 "100100" 0.479 "100010" 0.479 "000000" 0.479 "100100" 0.479 "011000" 0.479 "011100" 0.479 "010110" 0.479 "000011"
0.354 "100010" 0.354 "001110" 0.354 "111000" 0.354 "010000" 0.354 "110000" 0.354 "110000" 0.354 "101001" 0.354 "000001" 0.354 "100110" 0.354 "010001"
0.206 "000001" 0.206 "000000" 0.206 "000110" 0.206 "000010" 0.206 "100111" 0.206 "110001" 0.206 "110010" 0.206 "000100" 0.206 "111000" 0.206 "000111"
0.45 "000101" 0.314 "101011" 0.314 "110000" 0.314 "000000" 0.314 "100011" 0.314 "111010" 0.313 "000000" 0.313 "100010" 0.313 "110000" 0.313 "111000"
0.471 "000010" 0.15 "000000" 0.15 "001000" 0.15 "010000" 0.15 "001000" 0.15 "000010" 0.15 "001010" 0.15 "000000" 0.15 "000000" 0.15 "000000"
0.274 "110010" 0.274 "000001" 0.274 "011001" 0.274 "010101" 0.274 "000000" 0.274 "010001" 0.274 "001010" 0.274 "000001" 0.274 "010110" 0.274 "010101"
0.437 "001001" 0.437 "111001" 0.437 "000010" 0.437 "011011" 0.437 "101100" 0.437 "000000" 0.437 "001011" 0.437 "001101" 0.437 "100101" 0.437 "110010"
0.275 "001001" 0.275 "001000" 0.275 "000000" 0.275 "001000" 0.275 "101010" 0.275 "010111" 0.275 "000001" 0.275 "001000" 0.275 "100100" 0.275 "011010"
0.36 "000011" 0.273 "000100" 0.173 "000100" 0.154 "000000" 0.154 "000000" 0.154 "010000" 0.154 "100000" 0.154 "000001" 0.154 "001000" 0.154 "000000"
0.37 "100010" 0.37 "000010" 0.37 "100101" 0.37 "010000" 0.37 "011011" 0.37 "001111" 0.37 "010010" 0.37 "000001" 0.37 "111000" 0.37 "010110"
0.513 "111001" 0.479 "000111" 0.479 "110000" 0.479 "011000" 0.479 "000100" 0.479 "010110" 0.479 "001101" 0.479 "111011" 0.479 "111001" 0.479 "010001"
0.439 "001111" 0.384 "001100" 0.119 "000010" 0.007 "000000" 0.007 "000000" 0.007 "000000" 0.007 "000000" 0.007 "000000" 0.007 "000000" 0.007 "000000"
0.45 "000000" 0.45 "001010" 0.192 "000000" 0.112 "000000" 0.112 "001000" 0.112 "000010" 0.112 "000100" 0.112 "000100" 0.112 "000000" 0.112 "000000"
0.588 "111010" 0.588 "111111" 0.588 "011110" 0.571 "011100" 0.571 "111111" 0.571 "100000" 0.571 "101110" 0.571 "111100" 0.571 "101111" 0.571 "101011"
0.263 "000101" 0.263 "110011" 0.263 "001010" 0.263 "010000" 0.263 "000000" 0.263 "001000" 0.263 "011110" 0.263 "000011" 0.237 "100001" 0.237 "001010"
0.571 "010010" 0.223 "010001" 0.208 "101001" 0.019 "000000" 0.019 "000000" 0.019 "000000" 0.019 "000000" 0.019 "000100" 0.019 "000100" 0.019 "000000"
0.333 "011110" 0.331 "111110" 0.32 "000110" 0.234 "000010" 0.234 "011011" 0.234 "000001" 0.234 "000011" 0.234 "000100" 0.234 "000000" 0.234 "011000"
0.434 "111001" 0.434 "010011" 0.434 "110101" 0.398 "111001" 0.305 "010000" 0.305 "000111" 0.305 "111110" 0.305 "100101" 0.305 "000000" 0.305 "100001"
0.606 "000000" 0.606 "111100" 0.606 "101010" 0.567 "000001" 0.567 "111101" 0.567 "111011" 0.567 "110101" 0.567 "001111" 0.567 "100101" 0.567 "001010"
0.409 "100111" 0.409 "000100" 0.409 "010001" 0.396 "101100" 0.221 "010010" 0.221 "000011" 0.221 "001001" 0.221 "000000" 0.221 "000001" 0.221 "000001"
0.465 "001111" 0.465 "101010" 0.465 "100110" 0.465 "001100" 0.221 "000001" 0.221 "010000" 0.221 "000010" 0.221 "100010" 0.221 "001010" 0.221 "000000"
0.612 "111010" 0.612 "011010" 0.612 "111010" 0.612 "110111" 0.612 "011111" 0.612 "101111" 0.612 "101001" 0.612 "111110" 0.488 "000000" 0.345 "000111"
