"Yr1.p" "Yr1.ch" "Yr2.p" "Yr2.ch" "Yr3.p" "Yr3.ch" "Yr4.p" "Yr4.ch" "Yr5.p" "Yr5.ch" "Yr6.p" "Yr6.ch" "Yr7.p" "Yr7.ch" "Yr8.p" "Yr8.ch" "Yr9.p" "Yr9.ch" "Yr10.p" "Yr10.ch"
0.533 "111011" 0.533 "101001" 0.533 "100110" 0.533 "010010" 0.533 "000000" 0.533 "100000" 0.533 "010111" 0.187 "010000" 0.187 "011000" 0.187 "000000"
0.35 "111000" 0.35 "000010" 0.35 "111000" 0.35 "010101" 0.35 "010000" 0.213 "000010" 0.213 "100011" 0.213 "011110" 0.213 "100101" 0.213 "110000"
0.434 "111111" 0.434 "110101" 0.434 "011011" 0.434 "001010" 0.434 "011111" 0.434 "010110" 0.434 "111000" 0.427 "110000" 0.427 "100100" 0.427 "000010"
0.277 "000000" 0.277 "010100" 0.277 "001100" 0.277 "010100" 0.277 "000010" 0.277 "010000" 0.277 "001101" 0.196 "001000" 0.196 "001100" 0.196 "000000"
0.114 "000010" 0.114 "000000" 0.114 "010010" 0.114 "001000" 0.114 "000000" 0.114 "000100" 0.114 "000000" 0.114 "000000" 0.114 "000010" 0.057 "000000"
0.279 "000000" 0.279 "011001" 0.279 "101110" 0.279 "010100" 0.279 "000100" 0.279 "000001" 0.279 "001000" 0.279 "000001" 0.279 "011100" 0.279 "001011"
0.519 "011000" 0.519 "011001" 0.519 "000111" 0.519 "100001" 0.519 "010110" 0.519 "001111" 0.519 "111011" 0.519 "011100" 0.519 "010100" 0.519 "001100"
0.399 "111000" 0.399 "100100" 0.399 "101000" 0.399 "010100" 0.399 "101001" 0.399 "001000" 0.399 "000000" 0.399 "010110" 0.393 "001101" 0.393 "111100"
0.557 "111011" 0.557 "001110" 0.557 "110101" 0.557 "001010" 0.23 "011010" 0.23 "000000" 0.23 "110000" 0.23 "000010" 0.23 "010000" 0.045 "101000"
0.204 "000000" 0.204 "010010" 0.204 "001010" 0.204 "001001" 0.146 "000000" 0.146 "000000" 0.146 "000000" 0.146 "010000" 0.146 "000001" 0.146 "011000"
0.233 "100011" 0.233 "100000" 0.233 "000000" 0.233 "010001" 0.233 "000001" 0.233 "110100" 0.233 "000000" 0.233 "110100" 0.233 "000010" 0.233 "000001"
0.344 "001000" 0.344 "110000" 0.235 "001010" 0.235 "100000" 0.157 "000100" 0.157 "000000" 0.157 "100001" 0.157 "000001" 0.157 "001000" 0.157 "101000"
0.555 "111010" 0.555 "111101" 0.234 "000000" 0.234 "001000" 0.234 "100000" 0.234 "000110" 0.234 "000001" 0.234 "011000" 0.234 "010000" 0.234 "011000"
0.621 "101010" 0.621 "110011" 0.589 "111001" 0.589 "111100" 0.589 "111010" 0.589 "010010" 0.589 "001000" 0.589 "011101" 0.581 "100110" 0.581 "101110"
0.571 "111011" 0.571 "101110" 0.571 "011101" 0.571 "110011" 0.571 "110101" 0.571 "111001" 0.571 "000001" 0.571 "000011" 0.397 "001010" 0.397 "000000"
