"Yr1.p" "Yr1.ch" "Yr2.p" "Yr2.ch" "Yr3.p" "Yr3.ch" "Yr4.p" "Yr4.ch" "Yr5.p" "Yr5.ch" "Yr6.p" "Yr6.ch" "Yr7.p" "Yr7.ch" "Yr8.p" "Yr8.ch" "Yr9.p" "Yr9.ch" "Yr10.p" "Yr10.ch"
0.346 "000010" 0.3 "110000" 0.3 "000010" 0.3 "010010" 0.279 "000001" 0.279 "011010" 0.279 "010101" 0.279 "010010" 0.279 "000000" 0.279 "101011"
0.44 "011000" 0.367 "100000" 0.367 "011000" 0.367 "011011" 0.324 "001010" 0.324 "100000" 0.324 "101111" 0.324 "000011" 0.324 "000101" 0.324 "000111"
0.357 "000100" 0.317 "000101" 0.317 "000001" 0.317 "100101" 0.296 "001000" 0.296 "110101" 0.296 "100100" 0.296 "001101" 0.296 "100100" 0.296 "001010"
0.513 "010000" 0.513 "000110" 0.512 "010110" 0.512 "101001" 0.512 "111100" 0.206 "101100" 0.206 "001000" 0.206 "011000" 0.206 "000001" 0.206 "110010"
0.201 "000000" 0.201 "010000" 0.107 "000010" 0.105 "000000" 0.105 "000000" 0.006 "000000" 0.006 "000000" 0.002 "000000" 0.002 "000000" 0.002 "000000"
0.293 "000000" 0.293 "101100" 0.236 "000101" 0.23 "010000" 0.23 "000100" 0.14 "000010" 0.14 "001000" 0.14 "000000" 0.14 "000000" 0.14 "000001"
0.457 "110010" 0.457 "001110" 0.447 "100000" 0.447 "101001" 0.434 "001010" 0.434 "001100" 0.434 "111101" 0.434 "000000" 0.434 "110110" 0.434 "000010"
0.294 "000000" 0.269 "000000" 0.269 "100011" 0.269 "100000" 0.155 "000010" 0.155 "000000" 0.155 "001000" 0.155 "000001" 0.155 "010000" 0.155 "100010"
0.496 "100011" 0.496 "100000" 0.471 "110010" 0.471 "000100" 0.471 "000101" 0.471 "111110" 0.471 "011110" 0.471 "001010" 0.471 "011110" 0.151 "010000"
0.341 "101010" 0.341 "001000" 0.255 "000000" 0.255 "010100" 0.255 "100101" 0.255 "001000" 0.255 "000000" 0.255 "000100" 0.255 "010100" 0.057 "000000"
0.395 "011000" 0.395 "001000" 0.313 "001100" 0.313 "100011" 0.313 "100110" 0.054 "000000" 0.054 "000000" 0.054 "000000" 0.054 "000000" 0.054 "000000"
0.447 "111011" 0.447 "010001" 0.402 "100101" 0.402 "001011" 0.402 "010001" 0.093 "000000" 0.093 "000000" 0.093 "000010" 0.093 "000000" 0.093 "100000"
0.219 "011010" 0.219 "100101" 0.21 "000000" 0.21 "110110" 0.182 "000000" 0.181 "000010" 0.181 "000100" 0.181 "000000" 0.181 "000010" 0.181 "100000"
0.189 "000000" 0.189 "000001" 0.189 "000001" 0.189 "000010" 0.094 "010000" 0.094 "000000" 0.094 "000010" 0.094 "000000" 0.086 "000100" 0.086 "000001"
0.378 "101001" 0.378 "110001" 0.378 "111100" 0.378 "010100" 0.273 "001000" 0.273 "011010" 0.273 "101001" 0.273 "010100" 0.003 "000000" 0.003 "000000"
0.289 "010011" 0.289 "001000" 0.289 "001000" 0.289 "011001" 0.289 "000000" 0.289 "000100" 0.289 "011000" 0.289 "000000" 0.289 "010100" 0.137 "000000"
0.352 "011000" 0.352 "100001" 0.345 "000001" 0.345 "100100" 0.345 "011000" 0.345 "000010" 0.345 "000000" 0.345 "100001" 0.343 "010010" 0.185 "000010"
0.211 "000000" 0.211 "101000" 0.178 "000000" 0.178 "000001" 0.178 "000000" 0.178 "100000" 0.178 "000100" 0.178 "011101" 0.164 "101010" 0.11 "100000"
0.447 "000100" 0.447 "010001" 0.447 "101001" 0.447 "010000" 0.44 "101101" 0.44 "000100" 0.44 "001010" 0.44 "111011" 0.44 "001000" 0.44 "100000"
0.358 "100100" 0.358 "111101" 0.358 "001011" 0.358 "110000" 0.318 "101001" 0.318 "000101" 0.318 "000001" 0.318 "000000" 0.308 "000110" 0.308 "100010"
0.435 "111010" 0.435 "110000" 0.435 "110010" 0.435 "100100" 0.383 "000110" 0.383 "010100" 0.383 "010000" 0.383 "001001" 0.054 "000010" 0.054 "000000"
0.332 "100100" 0.332 "110000" 0.332 "000000" 0.332 "001001" 0.332 "001000" 0.332 "000000" 0.332 "010111" 0.332 "111110" 0.297 "100000" 0.149 "010000"
0.557 "011011" 0.557 "110111" 0.557 "100111" 0.557 "000001" 0.557 "101101" 0.557 "011110" 0.557 "010101" 0.557 "010100" 0.548 "010100" 0.548 "010100"
0.317 "010111" 0.317 "000000" 0.315 "000101" 0.315 "001110" 0.315 "000000" 0.315 "101001" 0.315 "011010" 0.315 "111110" 0.315 "100000" 0.315 "000100"
0.195 "010000" 0.195 "000000" 0.177 "000100" 0.177 "000000" 0.171 "000000" 0.171 "000110" 0.171 "100100" 0.171 "000001" 0.171 "001000" 0.171 "000001"
0.237 "010001" 0.12 "000010" 0.12 "000010" 0.12 "000000" 0.106 "100000" 0.106 "000000" 0.106 "110000" 0.106 "000100" 0.103 "000100" 0.103 "000001"
0.478 "100100" 0.478 "101111" 0.139 "000000" 0.139 "010001" 0.139 "000000" 0.139 "101000" 0.139 "001001" 0.139 "001000" 0.139 "011010" 0.139 "000000"
0.415 "100110" 0.162 "010000" 0.119 "000000" 0.119 "000101" 0.119 "000010" 0.119 "000100" 0.119 "000000" 0.119 "000000" 0.119 "001000" 0.119 "000010"
0.469 "100100" 0.469 "101000" 0.462 "100001" 0.199 "001000" 0.199 "001000" 0.199 "000000" 0.199 "100000" 0.199 "000010" 0.011 "000000" 0.011 "001000"
0.23 "001100" 0.23 "000001" 0.23 "110101" 0.115 "010000" 0.115 "010000" 0.115 "000000" 0.115 "000100" 0.115 "000100" 0.001 "000000" 0.001 "000000"
0.184 "000000" 0.184 "001101" 0.127 "000000" 0.127 "010000" 0.127 "000000" 0.096 "001000" 0.096 "000011" 0.096 "000000" 0.095 "000100" 0.095 "010000"
0.375 "101000" 0.375 "001001" 0.211 "000000" 0.211 "000100" 0.211 "101000" 0.204 "000000" 0.204 "010000" 0.204 "100100" 0.204 "110010" 0.204 "000000"
0.289 "000001" 0.286 "100010" 0.273 "000000" 0.273 "100010" 0.273 "111000" 0.273 "000000" 0.273 "001000" 0.273 "101000" 0.273 "000001" 0.273 "001000"
0.405 "110000" 0.405 "110000" 0.362 "000010" 0.075 "000000" 0.075 "000000" 0.075 "000000" 0.075 "001000" 0.075 "001101" 0 "000000" 0 "000000"
0.488 "001000" 0.488 "100000" 0.488 "110000" 0.488 "111001" 0.488 "111101" 0.302 "000100" 0.302 "100001" 0.302 "111000" 0.302 "000011" 0.302 "000100"
0.488 "000111" 0.488 "010111" 0.488 "110100" 0.488 "101000" 0.488 "110010" 0.488 "111110" 0.488 "000100" 0.488 "100100" 0.488 "001010" 0.488 "111000"
0.37 "100000" 0.37 "101000" 0.245 "000001" 0.245 "001011" 0.245 "000000" 0.245 "000001" 0.245 "011100" 0.245 "001000" 0.245 "100010" 0.245 "001100"
0.158 "001001" 0.158 "001000" 0.053 "000000" 0.053 "000000" 0.053 "000000" 0.053 "000100" 0.053 "000000" 0.053 "000000" 0.05 "000000" 0.05 "000000"
0.343 "100000" 0.056 "010000" 0.025 "000010" 0.025 "000000" 0.025 "000001" 0.025 "000100" 0.025 "000000" 0.025 "000000" 0.024 "000000" 0.024 "000000"
0.49 "001101" 0.49 "110110" 0.49 "111011" 0.49 "000001" 0.49 "101000" 0.427 "111111" 0.427 "001101" 0.427 "110100" 0.427 "110001" 0.427 "000101"
0.558 "101111" 0.558 "111001" 0.468 "001100" 0.468 "011001" 0.468 "111000" 0.468 "000010" 0.468 "111100" 0.468 "111010" 0.468 "100000" 0.468 "110101"
0.247 "000011" 0.247 "000001" 0.189 "000100" 0.189 "010000" 0.189 "100000" 0.189 "001000" 0.153 "011000" 0.153 "000000" 0.153 "000000" 0.153 "000000"
0.232 "010000" 0.232 "100101" 0.217 "001000" 0.217 "010000" 0.217 "010010" 0.217 "000000" 0.216 "000001" 0.216 "101000" 0.216 "000100" 0.216 "000100"
0.633 "111010" 0.633 "101010" 0.623 "111101" 0.623 "001111" 0.623 "001011" 0.623 "110111" 0.19 "010000" 0.19 "000010" 0.19 "000000" 0.19 "000010"
0.254 "000000" 0.254 "000100" 0.254 "001000" 0.254 "000000" 0.254 "010111" 0.254 "001010" 0.217 "100001" 0.217 "100000" 0.217 "010000" 0.217 "010110"
0.343 "001001" 0.343 "000101" 0.343 "010001" 0.343 "000100" 0.343 "000001" 0.343 "011000" 0.343 "000001" 0.343 "001011" 0.343 "011001" 0.343 "000011"
0.495 "111110" 0.495 "110001" 0.495 "010100" 0.263 "111000" 0.263 "001000" 0.263 "000000" 0.263 "100000" 0.263 "010000" 0.263 "000100" 0.263 "000000"
