"Yr1.p" "Yr1.ch" "Yr2.p" "Yr2.ch" "Yr3.p" "Yr3.ch" "Yr4.p" "Yr4.ch" "Yr5.p" "Yr5.ch" "Yr6.p" "Yr6.ch" "Yr7.p" "Yr7.ch" "Yr8.p" "Yr8.ch" "Yr9.p" "Yr9.ch" "Yr10.p" "Yr10.ch"
0.367 "000000" 0.367 "001000" 0.367 "101000" 0.367 "000111" 0.367 "100000" 0.318 "100000" 0.171 "000000" 0.171 "001011" 0.171 "101100" 0.161 "000001"
0.267 "001000" 0.267 "000000" 0.267 "000001" 0.254 "101000" 0.254 "001010" 0.238 "000000" 0.165 "000000" 0.165 "010000" 0.165 "010000" 0.165 "000000"
0.153 "000101" 0.153 "000000" 0.153 "000101" 0.153 "001100" 0.153 "000010" 0.153 "010001" 0.153 "000000" 0.147 "000010" 0.147 "000000" 0.147 "000000"
0.305 "000011" 0.305 "001000" 0.184 "110000" 0.184 "000011" 0.184 "000010" 0.184 "100000" 0.184 "001001" 0.182 "000000" 0.182 "001100" 0.182 "000001"
0.465 "100010" 0.465 "010111" 0.237 "001011" 0.237 "110010" 0.237 "100011" 0.237 "110000" 0.237 "001000" 0.237 "001001" 0.237 "000100" 0.237 "011000"
0.522 "111100" 0.522 "000000" 0.514 "010111" 0.514 "010010" 0.514 "100101" 0.514 "010110" 0.445 "100010" 0.445 "000010" 0.445 "100101" 0.445 "000110"
0.541 "101011" 0.541 "101011" 0.541 "001110" 0.538 "011001" 0.538 "101111" 0.538 "010111" 0.538 "110111" 0.538 "001001" 0.538 "101011" 0.538 "110111"
0.349 "011001" 0.349 "000001" 0.349 "111000" 0.349 "010100" 0.349 "000100" 0.349 "000101" 0.349 "000000" 0.349 "001101" 0.349 "100100" 0.349 "100010"
0.48 "110010" 0.48 "010000" 0.48 "101001" 0.48 "000110" 0.48 "111100" 0.48 "100100" 0.48 "110010" 0.48 "010111" 0.48 "000110" 0.48 "001011"
0.329 "010100" 0.329 "100000" 0.329 "100100" 0.329 "101100" 0.329 "110000" 0.329 "111001" 0.329 "110010" 0.329 "100000" 0.329 "100000" 0.329 "101011"
0.344 "010000" 0.344 "001100" 0.344 "100010" 0.344 "000100" 0.263 "000000" 0.263 "000010" 0.263 "010000" 0.263 "001000" 0.263 "010000" 0.263 "000000"
0.195 "000000" 0.195 "010001" 0.195 "000000" 0.195 "010000" 0.193 "110000" 0.193 "100010" 0.193 "101000" 0.193 "000000" 0.193 "000001" 0.193 "100000"
0.457 "000110" 0.457 "001010" 0.457 "110100" 0.457 "100000" 0.457 "100101" 0.457 "000111" 0.457 "101111" 0.457 "111101" 0.457 "000000" 0.457 "101001"
0.107 "000000" 0.107 "000100" 0.107 "000001" 0.107 "100000" 0.099 "000100" 0.099 "000000" 0.099 "000000" 0.099 "000000" 0.099 "000000" 0.099 "000000"
0.499 "111111" 0.499 "101111" 0.499 "101111" 0.499 "100100" 0.024 "000000" 0.024 "000000" 0.024 "000000" 0.024 "000000" 0.024 "000000" 0.024 "000000"
0.406 "011111" 0.406 "111010" 0.406 "100010" 0.406 "110001" 0.193 "000000" 0.193 "010000" 0.193 "010001" 0.193 "010000" 0.193 "000000" 0.193 "001010"
0.527 "100010" 0.527 "001101" 0.527 "101011" 0.527 "001011" 0.508 "001111" 0.508 "110100" 0.508 "001000" 0.508 "001001" 0.508 "101000" 0.508 "111110"
0.235 "000101" 0.235 "110110" 0.235 "110000" 0.235 "000000" 0.218 "010000" 0.218 "010000" 0.193 "000100" 0.193 "100010" 0.193 "000100" 0.193 "000100"
0.393 "100110" 0.393 "100010" 0.393 "100001" 0.393 "010011" 0.293 "010000" 0.293 "000000" 0.293 "010001" 0.293 "001001" 0.289 "000001" 0.289 "100011"
0.328 "011001" 0.328 "111000" 0.328 "100000" 0.328 "000000" 0.285 "011011" 0.285 "000000" 0.285 "011000" 0.285 "000000" 0.285 "001000" 0.285 "001010"
0.445 "001111" 0.245 "100000" 0.245 "001000" 0.245 "000000" 0.245 "000101" 0.245 "000011" 0.211 "010100" 0.211 "000000" 0.211 "010110" 0.211 "000100"
0.377 "011010" 0.247 "000000" 0.247 "010011" 0.247 "000100" 0.209 "010001" 0.209 "100010" 0.137 "000000" 0.137 "000000" 0.137 "000000" 0.137 "000001"
0.548 "100100" 0.548 "011011" 0.548 "110001" 0.548 "111000" 0.142 "110000" 0.142 "000000" 0.032 "001000" 0.032 "000000" 0.032 "000000" 0.032 "000000"
0.481 "111011" 0.481 "111101" 0.481 "000111" 0.481 "011000" 0.423 "111111" 0.423 "001000" 0.423 "000101" 0.423 "000110" 0.376 "100000" 0.376 "101000"
0.572 "011010" 0.391 "010011" 0.391 "100001" 0.391 "100010" 0.391 "001100" 0.391 "110100" 0.349 "010011" 0.349 "101000" 0.349 "000111" 0.349 "101100"
0.333 "101000" 0.238 "000000" 0.238 "011001" 0.238 "000111" 0.238 "000011" 0.238 "010101" 0.144 "000011" 0.144 "000000" 0.144 "000000" 0.144 "000000"
0.301 "100101" 0.16 "000000" 0.16 "000000" 0.16 "000001" 0.149 "001000" 0.149 "000000" 0.015 "000000" 0.015 "000000" 0.014 "000000" 0.014 "000000"
0.276 "010010" 0.276 "100101" 0.276 "000000" 0.276 "100101" 0.276 "001010" 0.276 "001010" 0.212 "010000" 0.212 "001000" 0.212 "111001" 0.212 "000001"
0.194 "100000" 0.113 "000000" 0.113 "000000" 0.113 "000000" 0.113 "000001" 0.113 "000000" 0.044 "000000" 0.044 "000000" 0.041 "000000" 0.041 "000001"
0.297 "000101" 0.116 "000000" 0.116 "000000" 0.116 "000010" 0.116 "000010" 0.116 "000101" 0.061 "000000" 0.061 "000000" 0 "000000" 0 "000000"
0.51 "111010" 0.51 "011101" 0.51 "010100" 0.51 "010001" 0.51 "110111" 0.51 "011101" 0.51 "001011" 0.51 "100101" 0.375 "000001" 0.375 "100100"
