"Yr1.p" "Yr1.ch" "Yr2.p" "Yr2.ch" "Yr3.p" "Yr3.ch" "Yr4.p" "Yr4.ch" "Yr5.p" "Yr5.ch" "Yr6.p" "Yr6.ch" "Yr7.p" "Yr7.ch" "Yr8.p" "Yr8.ch" "Yr9.p" "Yr9.ch" "Yr10.p" "Yr10.ch"
0.21 "000000" 0.21 "000000" 0.21 "100110" 0.21 "100010" 0.21 "001000" 0.21 "001100" 0.21 "010010" 0.21 "000000" 0.21 "100000" 0.21 "000000"
0.511 "110111" 0.511 "000111" 0.511 "001101" 0.511 "101010" 0.511 "000000" 0.464 "110010" 0.464 "100110" 0.464 "011001" 0.464 "111111" 0.464 "100100"
0.402 "000011" 0.402 "000001" 0.402 "000110" 0.402 "101000" 0.402 "100001" 0.402 "000010" 0.402 "011100" 0.402 "110010" 0.402 "011111" 0.402 "100000"
0.455 "100111" 0.455 "010110" 0.455 "000100" 0.455 "110000" 0.455 "010010" 0.455 "010010" 0.455 "001000" 0.455 "011100" 0.455 "111110" 0.455 "101011"
0.383 "101001" 0.383 "000111" 0.383 "001010" 0.383 "111011" 0.383 "000010" 0.383 "011010" 0.383 "001000" 0.383 "100110" 0.383 "001000" 0.383 "000010"
0.256 "001010" 0.256 "111001" 0.256 "110001" 0.256 "011010" 0.142 "000000" 0.142 "010000" 0.142 "100000" 0.142 "000100" 0.142 "000000" 0.142 "000100"
0.268 "001000" 0.268 "100000" 0.268 "001000" 0.268 "011010" 0.268 "000001" 0.202 "001001" 0.202 "010100" 0.202 "101001" 0.202 "000000" 0.202 "010000"
0.251 "000000" 0.251 "010100" 0.251 "000000" 0.251 "001001" 0.24 "100000" 0.24 "000011" 0.24 "010101" 0.24 "010010" 0.24 "000010" 0.24 "000110"
0.554 "100010" 0.554 "100000" 0.554 "011111" 0.554 "000111" 0.236 "000000" 0.236 "001100" 0.236 "100100" 0.236 "000000" 0.236 "100010" 0.236 "000000"
0.459 "101101" 0.459 "010001" 0.459 "111111" 0.459 "001101" 0.459 "011101" 0.198 "110000" 0.198 "000100" 0.198 "000000" 0.198 "110100" 0.198 "010000"
0.43 "010001" 0.43 "110000" 0.43 "001010" 0.43 "001011" 0.43 "010110" 0.17 "010010" 0.17 "000000" 0.169 "011100" 0.169 "000000" 0.169 "000000"
0.475 "110110" 0.475 "101010" 0.475 "110010" 0.475 "011011" 0.475 "010011" 0.475 "000101" 0.475 "001111" 0.468 "011110" 0.468 "110010" 0.468 "011101"
0.19 "000000" 0.188 "000101" 0.188 "000000" 0.188 "000110" 0.188 "110000" 0.188 "010001" 0.188 "000100" 0.188 "111010" 0.188 "010010" 0.188 "010000"
0.656 "100101" 0.656 "111101" 0.656 "001111" 0.656 "000110" 0.656 "111010" 0.642 "111011" 0.642 "101101" 0.641 "100111" 0.641 "111100" 0.641 "000001"
0.388 "011101" 0.211 "000001" 0.211 "000010" 0.211 "001000" 0.211 "000100" 0.19 "000010" 0.19 "000100" 0.131 "000000" 0.131 "000000" 0.131 "000000"
0.366 "010100" 0.189 "100010" 0.189 "000110" 0.189 "000010" 0.189 "000001" 0.189 "000001" 0.189 "011100" 0.08 "100000" 0.08 "000000" 0.08 "000000"
0.434 "000011" 0.2 "010110" 0.2 "100000" 0.2 "001010" 0.2 "100010" 0.2 "000100" 0.2 "000000" 0.083 "000010" 0.083 "010000" 0.083 "000000"
0.333 "010001" 0.238 "111000" 0.199 "000000" 0.199 "110010" 0.199 "010100" 0.199 "101000" 0.199 "000110" 0.026 "000100" 0.026 "000000" 0.026 "000000"
0.568 "111010" 0.568 "011111" 0.256 "000000" 0.256 "000000" 0.256 "000010" 0.256 "000101" 0.256 "000000" 0.088 "000000" 0.088 "000000" 0.088 "010010"
0.637 "111110" 0.625 "101011" 0.625 "011111" 0.625 "010111" 0.625 "010100" 0.625 "101111" 0.625 "111101" 0.625 "111110" 0.625 "101101" 0.625 "111100"
