"Yr1.p" "Yr1.ch" "Yr2.p" "Yr2.ch" "Yr3.p" "Yr3.ch" "Yr4.p" "Yr4.ch" "Yr5.p" "Yr5.ch" "Yr6.p" "Yr6.ch" "Yr7.p" "Yr7.ch" "Yr8.p" "Yr8.ch" "Yr9.p" "Yr9.ch" "Yr10.p" "Yr10.ch"
0.363 "001011" 0.355 "000100" 0.251 "001010" 0.251 "000000" 0.251 "000101" 0.251 "000000" 0.251 "001000" 0.251 "001010" 0.251 "000000" 0.251 "010100"
0.467 "011110" 0.464 "111001" 0.354 "001101" 0.354 "010011" 0.354 "010100" 0.34 "110100" 0.34 "010001" 0.34 "010111" 0.34 "010000" 0.34 "111100"
0.547 "111101" 0.547 "010101" 0.517 "011010" 0.517 "000111" 0.517 "110000" 0.105 "000000" 0.105 "000000" 0.103 "000100" 0.103 "000000" 0.103 "000100"
0.269 "110000" 0.269 "000000" 0.269 "011001" 0.269 "010010" 0.269 "100100" 0.269 "000000" 0.245 "110000" 0.167 "100000" 0.167 "000001" 0.167 "000001"
0.381 "011100" 0.381 "110010" 0.381 "101001" 0.341 "100010" 0.341 "101010" 0.341 "111000" 0.338 "000100" 0.294 "001011" 0.294 "111001" 0.294 "010000"
0.419 "100010" 0.419 "010100" 0.419 "001110" 0.397 "000010" 0.397 "100001" 0.397 "011010" 0.161 "000000" 0.158 "000100" 0.158 "000000" 0.158 "000000"
0.313 "001101" 0.287 "100001" 0.191 "011110" 0.191 "010000" 0.191 "000010" 0.184 "000000" 0.184 "000011" 0.183 "000000" 0.183 "000000" 0.183 "010001"
0.539 "001000" 0.539 "011100" 0.539 "110101" 0.539 "101011" 0.539 "111110" 0.539 "110101" 0.539 "010010" 0.473 "011000" 0.473 "111100" 0.473 "010011"
0.4 "000010" 0.4 "001000" 0.4 "010010" 0.4 "001110" 0.4 "010110" 0.4 "110001" 0.4 "001001" 0.299 "000000" 0.299 "000010" 0.299 "111110"
0.436 "101011" 0.436 "001010" 0.436 "010000" 0.436 "100001" 0.436 "000101" 0.436 "000110" 0.433 "111101" 0.38 "000101" 0.38 "001010" 0.38 "000100"
0.373 "010011" 0.373 "101001" 0.373 "000100" 0.373 "100000" 0.373 "100001" 0.373 "010010" 0.114 "000010" 0.103 "000110" 0.103 "000000" 0.103 "000000"
0.129 "000000" 0.129 "010000" 0.129 "000100" 0.129 "000000" 0.129 "001000" 0.129 "000000" 0.129 "100010" 0.076 "001000" 0.065 "001000" 0.065 "000000"
0.092 "000000" 0.092 "000000" 0.092 "000000" 0.092 "000000" 0.092 "000000" 0.092 "001001" 0.092 "100000" 0.089 "000000" 0.089 "000000" 0.066 "000000"
0.423 "011000" 0.275 "010101" 0.275 "000000" 0.275 "000001" 0.275 "100000" 0.275 "100000" 0.275 "011000" 0.042 "000000" 0.042 "000000" 0.042 "000000"
0.171 "110000" 0.086 "000000" 0.086 "000000" 0.086 "000000" 0.086 "000100" 0.086 "000000" 0.086 "000100" 0.061 "000000" 0.061 "000010" 0.061 "000000"
0.548 "101101" 0.548 "101101" 0.548 "111011" 0.548 "011101" 0.548 "101001" 0.548 "111010" 0.548 "011110" 0.536 "100111" 0.072 "000000" 0.072 "010001"
0.181 "100000" 0.181 "010100" 0.181 "000000" 0.181 "001100" 0.181 "000000" 0.181 "001000" 0.181 "000000" 0.174 "000010" 0.104 "110000" 0.098 "000100"
0.442 "111010" 0.442 "111000" 0.442 "101101" 0.442 "100010" 0.442 "111001" 0.442 "001110" 0.442 "000000" 0.442 "101111" 0.442 "011010" 0.128 "000000"
0.319 "010110" 0.236 "110101" 0.236 "000100" 0.236 "000101" 0.236 "101001" 0.236 "110000" 0.236 "000100" 0.236 "110000" 0.236 "010000" 0.236 "010100"
0.341 "001010" 0.341 "000100" 0.341 "100100" 0.341 "000000" 0.341 "110000" 0.341 "101001" 0.341 "000101" 0.341 "011101" 0.341 "101000" 0.34 "110010"
0.368 "011010" 0.368 "011000" 0.368 "100010" 0.368 "000011" 0.368 "100100" 0.368 "010000" 0.368 "001111" 0.368 "001000" 0.368 "000110" 0.236 "000001"
0.356 "101000" 0.344 "000011" 0.344 "000000" 0.344 "011001" 0.289 "000000" 0.289 "010001" 0.289 "000000" 0.289 "000100" 0.289 "100000" 0.289 "000011"
0.223 "001010" 0.199 "000000" 0.199 "010100" 0.199 "000001" 0.199 "001000" 0.199 "000000" 0.199 "000000" 0.199 "000000" 0.199 "100000" 0.199 "001001"
0.501 "010011" 0.19 "001000" 0.19 "000100" 0.19 "000000" 0.19 "000001" 0.19 "010100" 0.19 "110000" 0.19 "010001" 0.19 "010001" 0.19 "000000"
0.53 "101000" 0.53 "100010" 0.53 "100101" 0.53 "111000" 0.53 "001001" 0.53 "010010" 0.53 "010001" 0.53 "000101" 0.529 "111110" 0.529 "100000"
0.592 "100110" 0.592 "001100" 0.592 "110011" 0.592 "100010" 0.481 "001010" 0.481 "101111" 0.481 "110111" 0.481 "100000" 0.481 "001100" 0.481 "000001"
0.257 "110010" 0.257 "000000" 0.257 "010110" 0.257 "000000" 0.255 "000010" 0.255 "101010" 0.255 "100000" 0.255 "000010" 0.255 "100000" 0.255 "000000"
0.458 "101001" 0.454 "100101" 0.454 "001010" 0.454 "111010" 0.454 "000000" 0.454 "000010" 0.454 "110110" 0.454 "100111" 0.454 "011000" 0.454 "001000"
0.253 "101010" 0.253 "000010" 0.253 "010000" 0.253 "010000" 0.253 "000100" 0.253 "001100" 0.253 "010000" 0.253 "000010" 0.253 "000010" 0.253 "100001"
0.366 "100000" 0.366 "000000" 0.366 "101110" 0.366 "100111" 0.297 "010011" 0.297 "101000" 0.297 "100010" 0.297 "100110" 0.297 "000001" 0.297 "001000"
0.508 "001001" 0.508 "101010" 0.508 "111111" 0.508 "101101" 0.164 "000100" 0.164 "011100" 0.164 "000001" 0.164 "000000" 0.157 "011001" 0.157 "000100"
0.486 "101111" 0.486 "111101" 0.486 "000001" 0.486 "100101" 0.486 "110000" 0.486 "111111" 0.486 "100001" 0.486 "011010" 0.426 "100000" 0.426 "000001"
