"Yr1.p" "Yr1.ch" "Yr2.p" "Yr2.ch" "Yr3.p" "Yr3.ch" "Yr4.p" "Yr4.ch" "Yr5.p" "Yr5.ch" "Yr6.p" "Yr6.ch" "Yr7.p" "Yr7.ch" "Yr8.p" "Yr8.ch" "Yr9.p" "Yr9.ch" "Yr10.p" "Yr10.ch"
0.219 "010010" 0.219 "011001" 0.219 "010000" 0.219 "000000" 0.219 "010000" 0.219 "010000" 0.219 "010000" 0.138 "000001" 0.138 "001000" 0.138 "010000"
0.27 "000011" 0.27 "011100" 0.27 "111000" 0.192 "000000" 0.192 "000001" 0.192 "110001" 0.192 "100010" 0.189 "001001" 0.189 "000001" 0.142 "000000"
0.509 "010111" 0.509 "100101" 0.508 "111001" 0.151 "000000" 0.151 "000000" 0.151 "010010" 0.151 "000000" 0.151 "000010" 0.151 "010101" 0.151 "000100"
0.297 "000001" 0.297 "100100" 0.262 "010000" 0.173 "000000" 0.173 "000000" 0.173 "001000" 0.173 "000000" 0.173 "010001" 0.173 "000010" 0.173 "100000"
0.486 "010101" 0.486 "010110" 0.44 "001101" 0.44 "100001" 0.44 "000000" 0.44 "011010" 0.44 "011001" 0.44 "110110" 0.44 "011011" 0.44 "100010"
0.26 "010000" 0.26 "011000" 0.19 "010001" 0.027 "000000" 0.027 "000000" 0.027 "000000" 0.027 "000000" 0.027 "000000" 0.027 "000000" 0.027 "000000"
0.282 "101000" 0.282 "001001" 0.154 "000000" 0.084 "001000" 0.084 "000000" 0.084 "000000" 0.084 "000000" 0.084 "001000" 0.084 "000000" 0.084 "000000"
0.511 "110010" 0.503 "011101" 0.493 "100011" 0.493 "110101" 0.493 "001011" 0.493 "010111" 0.493 "011101" 0.39 "001101" 0.39 "111011" 0.39 "011010"
0.367 "100101" 0.341 "000110" 0.341 "000100" 0.341 "000010" 0.341 "000100" 0.341 "110011" 0.341 "100010" 0.287 "001110" 0.287 "000001" 0.287 "011001"
0.109 "000000" 0.089 "000000" 0.084 "010000" 0.064 "000000" 0.064 "100000" 0.023 "000000" 0.023 "000000" 0.023 "000000" 0.023 "000000" 0.023 "000000"
0.434 "011000" 0.434 "000101" 0.393 "101000" 0.066 "000000" 0.066 "000000" 0.063 "001000" 0.063 "000000" 0.063 "000000" 0.063 "000000" 0.063 "000010"
0.447 "000011" 0.447 "001001" 0.354 "100011" 0.173 "010001" 0.173 "000011" 0.08 "001010" 0.08 "000000" 0.08 "000000" 0.08 "000000" 0.08 "100001"
0.412 "011011" 0.371 "010000" 0.317 "001000" 0.317 "000100" 0.317 "010000" 0.317 "110111" 0.317 "000010" 0.279 "101001" 0.279 "000010" 0.279 "000001"
0.335 "010001" 0.324 "001100" 0.312 "110100" 0.293 "000110" 0.293 "100010" 0.134 "010000" 0.134 "000100" 0.134 "000100" 0.134 "000000" 0.134 "000001"
0.408 "100011" 0.408 "010001" 0.368 "100001" 0.36 "110101" 0.36 "101100" 0.19 "100010" 0.19 "000000" 0.19 "001000" 0.19 "100101" 0.19 "000000"
0.507 "101101" 0.506 "001101" 0.42 "010100" 0.42 "001000" 0.42 "000000" 0.42 "101001" 0.42 "001100" 0.42 "100000" 0.42 "100000" 0.208 "000000"
0.469 "110001" 0.432 "101101" 0.351 "001000" 0.351 "000000" 0.351 "100111" 0.351 "111100" 0.351 "001101" 0.351 "101100" 0.351 "001000" 0.351 "000101"
0.519 "100011" 0.424 "001111" 0.386 "001100" 0.386 "001010" 0.386 "000000" 0.386 "010000" 0.386 "000000" 0.386 "000010" 0.386 "001001" 0.386 "100110"
0.228 "001000" 0.209 "000001" 0.209 "000000" 0.209 "100001" 0.209 "110000" 0.153 "000000" 0.153 "000000" 0.153 "110000" 0.131 "011000" 0.131 "000100"
0.572 "111010" 0.572 "111111" 0.498 "100110" 0.498 "100111" 0.498 "001011" 0.498 "110101" 0.498 "111101" 0.498 "111001" 0.498 "110110" 0.408 "000001"
0.182 "100100" 0.152 "010101" 0.074 "000000" 0.074 "100000" 0.074 "000000" 0.074 "000000" 0.074 "000000" 0.074 "000000" 0.074 "000000" 0.074 "110000"
0.27 "010000" 0.202 "000000" 0.168 "000000" 0.168 "000000" 0.168 "000010" 0.168 "100000" 0.168 "010000" 0.168 "001000" 0.168 "001000" 0.168 "000000"
0.191 "010010" 0.19 "000010" 0.159 "010000" 0.159 "000010" 0.159 "000000" 0.159 "000000" 0.159 "000000" 0.159 "000000" 0.159 "100000" 0.159 "000000"
0.51 "110001" 0.503 "100111" 0.501 "001111" 0.501 "000011" 0.501 "001010" 0.501 "110001" 0.501 "000001" 0.501 "100101" 0.501 "100100" 0.501 "011100"
0.378 "010111" 0.365 "001011" 0.365 "100100" 0.365 "100111" 0.365 "110000" 0.365 "000000" 0.365 "101000" 0.365 "011010" 0.365 "010010" 0.365 "010111"
0.481 "100001" 0.481 "100010" 0.481 "000000" 0.481 "000110" 0.481 "100111" 0.481 "001010" 0.481 "000000" 0.481 "000111" 0.312 "101000" 0.312 "000101"
